time [h],exp.0 biomass conc. at 22 °C,exp.1 biomass conc. at 26 °C,exp.2 biomass conc. at 30 °C,exp.3 biomass conc. at 34 °C,exp.4 biomass conc. at 38 °C
0.0,0.09117255453381727,0.08798315570539748,0.08584467409798263,0.0936934450025093,0.10747924378812548
1.0,0.10545531510062103,0.14988091556202515,0.22068882883538196,0.2743700863770488,0.09107217396699305
2.0,0.10150428325048025,0.16298739706437468,0.37967622449063665,0.7418684987474587,0.10510615302540482
3.0,0.1019768289153464,0.2118519105726564,0.794060545913788,1.9237753666675175,0.10256896401241335
4.0,0.09912038200935398,0.2912289176499428,1.6510194183914042,4.5882820336591905,0.09351808420757683
5.0,0.10779600218256802,0.47609915091015986,3.2371212172057313,14.582186460957404,0.08201415793610564
6.0,0.09593535796916305,0.48195638283725,7.130801670698403,29.634927881880927,0.10205845155844125
7.0,0.10375688566397774,0.7677046363935345,12.26956595167518,43.47838767259112,0.08753950609015015
8.0,0.10063038176063409,0.8922404732668516,24.497624692168053,71.36646329228883,0.10786845264469652
9.0,0.09620604236301716,1.0471867536840196,34.2994776334612,88.28526980415218,0.0999718185635938
10.0,0.10031809296767143,1.6329627190310902,56.41579232007541,89.83260914197963,0.0922768742327306
11.0,0.09513016173424546,1.9874474886424867,77.37250485744384,79.1998363276136,0.09801848515424992
12.0,0.09111015257455138,2.7469303867696544,96.0677641904341,105.44116367484212,0.10529159586200663
13.0,0.10154882884755934,3.398539018338957,97.39819279307143,101.35508424887762,0.10160807345265487
14.0,0.09713688028525902,5.880072870368412,74.88048962274073,84.01861921743624,0.10060970821125781
15.0,0.09912252838198929,6.030371101218243,106.89135997949373,104.1076047960497,0.10236722753485289
16.0,0.10756563998110442,7.4178157163886596,86.69220995769771,86.67747377628717,0.09410300291589156
17.0,0.10497061396918207,9.41985154574865,91.08644470206916,102.42688478307598,0.09705589755451426
18.0,0.1007196418219061,13.498235445258302,103.42708294497007,87.9378373949268,0.10484451447272114
19.0,0.08726677166687843,14.905650258548746,82.92493080655242,106.28695712666375,0.10322179022845851
20.0,0.09606549017138664,19.37277823505088,97.16240381390284,89.3172223133827,0.10627958704921198
21.0,0.11963124007666609,21.088441143668952,107.97272785185108,94.96068521367953,0.09418943100673213
22.0,0.10132035587173727,26.22285416811697,87.85724263081232,84.73453644821407,0.09244004981730353
23.0,0.09593269019970586,36.43822509984767,99.50368480355714,91.39153271209034,0.10654048888064473
24.0,0.11496667023862224,39.25015617329419,86.37648980000631,93.20620337159471,0.10763474897899036
25.0,0.09851543706051058,49.81830719916002,93.43277565695023,94.92205609640861,0.11184976072446294
26.0,0.1048366606395528,56.42102224940841,76.96480817636012,106.78088193802853,0.1119715922849649
27.0,0.09218261307873626,60.19687333541672,78.70431481931533,100.6499843247987,0.12000772391659828
28.0,0.10096325072366154,74.5528595011419,90.57059089615667,100.44497691388857,0.10701585512791867
29.0,0.10830350401313128,75.84318400393872,102.57823951760534,90.51170254197257,0.1093410704931658
30.0,0.10561880288982624,81.21807326378661,88.78450801818786,95.61292483505298,0.1073425003919793
31.0,0.09682122578840502,86.53882900073164,73.0872379376192,94.58900387892704,0.10929171100900056
32.0,0.10245258978440998,90.50048582800824,95.00040470944407,102.50679570536597,0.09189695256933819
33.0,0.10302897413572595,85.37065922456375,84.06749577383218,87.3825138273285,0.11426179572067491
34.0,0.0849814084947465,72.37797041794975,93.75922204889962,98.04031821161965,0.09686535243846661
35.0,0.11809527299774392,79.9564726188421,90.43114002613277,96.92024029031839,0.11989652668051093
36.0,0.097607958491254,91.34929355388402,92.12077282131555,107.43278374971787,0.10476518248713867
37.0,0.10765570722082266,96.39004808915732,81.53502293585068,102.21556227814243,0.09819738521776915
38.0,0.10619936249951442,104.40096133463105,111.92874014364534,87.0873231174395,0.1005207642201701
39.0,0.09480829460848748,89.03098646305224,111.76970717755728,113.35373826650448,0.11142302648398553
40.0,0.08464786235610566,106.64311945720848,92.23081360208771,88.55766935114517,0.09513140842009145
41.0,0.09032976309260073,86.3798076789182,87.82754767683234,89.8460668559163,0.08954453304292127
42.0,0.09912877954076466,82.29697284486525,82.44899505457761,107.16727724802512,0.11548784647052333
43.0,0.09329260295186596,97.80641351438629,92.62583135044268,97.97289009740676,0.09512666146508005
44.0,0.10272753894543002,102.29853199644604,92.3573634636083,97.26541061031094,0.09397704259065923
45.0,0.08924940762248054,84.2123544821546,80.10501470353071,100.83741617646973,0.1021303072655765
46.0,0.09267549413611556,76.65850415863599,89.61354383974421,93.78012476479968,0.08965691025589986
47.0,0.10613394750253283,92.84968640990562,100.80949951594017,93.57034038899748,0.09135830977938725
